Transaction_ID,Customer_Age,Gender,Annual_Income,Credit_Score,Purchase_Category,BNPL_Provider,Purchase_Amount,Device_Type,Connection_Type,Checkout_Time_Seconds,Browser,Repayment_Status
af35a626-5d7a-4d8d-a281-154100f4a8de,61,Male,31903,729,Electronics,Affirm,1930,Mobile,4G/5G,11,Edge,Paid On Time
433ed9ac-64c3-4069-8e24-563937ff1cdd,52,Male,73454,806,Fashion,Klarna,273,Tablet,4G/5G,153,Chrome,Paid On Time
865baaa6-1838-416a-bc1d-2e96422fa2bc,28,Male,119642,440,Beauty,Afterpay,164,Desktop,WiFi,128,Safari,Paid On Time
8ef56a82-88e2-4458-afda-c0f3485ecd65,51,Female,68991,482,Fashion,Klarna,82,Mobile,WiFi,67,Safari,Late Payment
94b04930-354e-48bc-8950-5a44de60fb81,33,Female,58656,686,Fashion,Sezzle,141,Mobile,WiFi,135,Edge,Paid On Time
9d45cefa-a20e-4fc6-a7b4-c96d0d9f59dc,26,Female,98734,834,Groceries,Afterpay,210,Desktop,4G/5G,172,Chrome,Paid On Time
5c03ef92-a5cf-4824-a857-2e8535936afd,49,Male,52345,631,Electronics,Affirm,1078,Mobile,WiFi,57,Edge,Paid On Time
d9257f8b-eb4a-43d0-bed0-1fc8bc536f83,32,Male,60929,833,Travel,Affirm,1358,Desktop,4G/5G,156,Chrome,Paid On Time
afacca14-f9c9-4701-8c5b-62c0610416bf,29,Male,77461,590,Electronics,Klarna,640,Desktop,4G/5G,149,Chrome,Paid On Time
0aaeaac7-fbcc-4014-a554-77d7e999cf68,50,Male,96099,342,Home & Furniture,Affirm,252,Mobile,VPN,27,Safari,Defaulted
f167d680-dea6-4d59-aab9-fbffc80aa7c8,62,Non-Binary,59130,801,Groceries,Affirm,229,Mobile,WiFi,78,Edge,Paid On Time
e745a968-49ae-435c-b785-8f77da41594f,31,Male,91591,390,Electronics,Sezzle,1750,Mobile,WiFi,176,Safari,Late Payment
4c30547a-31f0-4024-95e2-4024557914ec,25,Female,65318,325,Electronics,Affirm,865,Desktop,WiFi,17,Chrome,Paid On Time
6a0b3728-fe92-4a06-a1af-bb5647426411,25,Female,86723,672,Groceries,Affirm,38,Desktop,WiFi,159,Safari,Paid On Time
acede2a4-5b1a-4e9f-a2fa-5852879236da,44,Female,79116,479,Groceries,Sezzle,173,Mobile,WiFi,58,Safari,Paid On Time
0807ac44-fe18-4cf0-a2cd-3c6b0c30bd6b,29,Female,61587,649,Beauty,Klarna,142,Desktop,VPN,169,Chrome,Paid On Time
102bfbb0-4dc2-4674-845c-3156661e50f5,18,Male,60156,583,Home & Furniture,Afterpay,231,Mobile,WiFi,149,Firefox,Paid On Time
e3388785-21bc-4b59-bcfb-45349355b723,60,Male,106319,603,Home & Furniture,Klarna,76,Tablet,WiFi,130,Chrome,Paid On Time
9f478609-7a6f-4aee-9bc0-d937d07c63c1,57,Female,74164,680,Home & Furniture,Affirm,214,Desktop,WiFi,30,Firefox,Paid On Time
1e15516e-048c-4c72-8a10-fec0055ba7c8,59,Female,30043,720,Travel,Affirm,2963,Mobile,4G/5G,155,Chrome,Defaulted
b61e6a5a-8b08-444a-83a7-c8e838d93525,28,Male,117798,450,Travel,Sezzle,1449,Mobile,WiFi,13,Chrome,Paid On Time
bffed5e9-d553-489a-994a-2c4f8159aaaa,56,Male,112398,416,Travel,Klarna,2836,Mobile,4G/5G,100,Chrome,Paid On Time
32cc47de-8db5-498f-979d-d34828fea758,60,Female,33787,638,Fashion,Sezzle,71,Mobile,4G/5G,86,Firefox,Paid On Time
7bd7abcb-6eab-4eff-9bb8-af91a308ceee,48,Male,110812,790,Groceries,Klarna,148,Mobile,4G/5G,110,Edge,Paid On Time
7cacd027-246b-4f0e-be8c-3026ef1daebb,34,Female,84008,818,Fashion,Sezzle,288,Desktop,4G/5G,99,Edge,Paid On Time
86f88957-dfcc-4196-bdd1-e03d6bea2cd9,50,Male,57556,773,Electronics,Afterpay,866,Mobile,4G/5G,40,Chrome,Paid On Time
744fe59f-14df-44a0-a68a-c2d3fa7bce89,49,Female,116093,511,Fashion,Klarna,107,Desktop,4G/5G,47,Edge,Late Payment
c7c4c7c5-77d0-4d4c-b18e-a16a84377090,46,Female,54034,497,Groceries,Affirm,69,Mobile,4G/5G,44,Firefox,Late Payment
7829d39c-208d-4022-a228-2114086f3618,38,Female,40191,329,Beauty,Klarna,48,Mobile,4G/5G,139,Edge,Paid On Time
170cbe6b-9b06-41cd-8e87-3ccea21b7c29,38,Male,89324,649,Groceries,Affirm,250,Tablet,WiFi,31,Chrome,Paid On Time
55be1939-bbfa-40f9-adf7-1c42ec9fed58,57,Female,35533,792,Travel,Afterpay,2933,Mobile,4G/5G,121,Firefox,Paid On Time
f28431b3-55e9-40af-8ecb-e124f73727af,40,Female,35297,747,Beauty,Affirm,230,Mobile,VPN,151,Edge,Late Payment
572d71b0-8e4c-4899-8bb4-a8d4f986688d,23,Female,31347,759,Electronics,Affirm,1442,Mobile,VPN,60,Safari,Paid On Time
8f573875-976b-4498-bd00-fab26ab605a2,39,Male,101004,526,Groceries,Klarna,81,Tablet,4G/5G,109,Safari,Paid On Time
337b71e4-afa6-4b50-b1d5-a25f64c89a55,55,Male,103746,823,Beauty,Afterpay,56,Mobile,VPN,32,Firefox,Paid On Time
1ff4297c-7263-4593-bc2a-0417b62a86c6,54,Male,92498,823,Travel,Afterpay,2145,Tablet,VPN,37,Safari,Paid On Time
56bcdc66-7cbf-4751-b216-568abb58e226,62,Male,86580,517,Electronics,Afterpay,465,Mobile,WiFi,76,Firefox,Paid On Time
cec94932-7e1b-45d6-81c1-1fa79ea11612,25,Female,25660,793,Home & Furniture,Klarna,172,Mobile,WiFi,140,Safari,Defaulted
0fae61df-c083-4aa8-a501-3375c7a046c8,58,Female,80146,811,Beauty,Sezzle,92,Tablet,4G/5G,101,Safari,Paid On Time
6ea0f060-1088-490d-8360-c7557b5002b1,52,Female,86816,366,Fashion,Afterpay,90,Tablet,4G/5G,10,Safari,Paid On Time
5937a81f-98c6-4eae-949d-006dda7f2316,28,Male,91828,542,Groceries,Klarna,207,Mobile,VPN,50,Safari,Defaulted
e6a2b9be-4884-4c5c-b573-5e7ab5067bd7,41,Male,54926,587,Travel,Klarna,2213,Mobile,VPN,83,Firefox,Paid On Time
44f9f25c-9f4a-441a-9b17-0265eebb2384,38,Female,80138,730,Home & Furniture,Afterpay,53,Desktop,WiFi,84,Edge,Paid On Time
0b389908-b988-4ce1-87fd-356622c50b45,19,Female,116568,488,Beauty,Klarna,262,Desktop,WiFi,122,Firefox,Paid On Time
15a44778-6970-4cd1-bfb0-c38ef89b08dc,57,Female,48249,379,Travel,Klarna,2174,Mobile,WiFi,52,Edge,Paid On Time
c97130e9-1c23-4851-a6bb-c19671ee136b,36,Female,61131,739,Home & Furniture,Afterpay,245,Mobile,4G/5G,127,Firefox,Paid On Time
0d3bddf5-ab6c-4a48-b023-d81a8275033b,56,Female,119683,549,Groceries,Sezzle,267,Tablet,4G/5G,148,Firefox,Paid On Time
1417b925-dd52-47e1-9b13-449937c357c5,45,Female,63490,335,Groceries,Afterpay,28,Tablet,4G/5G,50,Firefox,Paid On Time
82327371-1e89-49a3-bc89-f775da3d55da,34,Female,64460,726,Fashion,Affirm,141,Mobile,VPN,158,Safari,Paid On Time
3d7966d7-21bc-4e6f-a415-0750dff7bc12,23,Female,80372,450,Beauty,Affirm,185,Desktop,WiFi,106,Safari,Late Payment
04442663-071f-4432-8659-1e2767166c69,36,Male,92765,670,Electronics,Affirm,482,Desktop,WiFi,172,Safari,Paid On Time
a0b3ae5f-e06d-41d8-96d5-fd598fb116fd,55,Female,27574,440,Groceries,Klarna,168,Mobile,WiFi,144,Chrome,Paid On Time
1d66d697-45c3-481f-9ae0-c4cf14a47021,45,Female,29089,344,Fashion,Affirm,226,Desktop,4G/5G,129,Safari,Paid On Time
b0132f4e-1b4d-414e-af53-f84a9c1823d4,19,Male,30030,733,Electronics,Sezzle,733,Tablet,WiFi,62,Safari,Paid On Time
f0d9bf2b-0845-49e2-8df0-eba87c66209e,55,Male,36706,513,Travel,Sezzle,794,Mobile,4G/5G,136,Firefox,Paid On Time
8f9b4a29-63d6-483b-b10f-7c582dedab3c,54,Female,115496,714,Fashion,Afterpay,143,Desktop,WiFi,29,Edge,Paid On Time
b7f961b0-9fd8-4d70-8bd3-15c2c9f955c9,21,Female,23127,721,Electronics,Sezzle,1538,Desktop,WiFi,48,Firefox,Paid On Time
6c79df90-39f6-44ed-83d9-35c9cf99cb0e,39,Non-Binary,59464,410,Fashion,Sezzle,212,Mobile,WiFi,106,Edge,Paid On Time
98fe0ed4-3072-4b36-b883-6805f779bf31,43,Male,23413,671,Beauty,Afterpay,205,Mobile,4G/5G,134,Firefox,Paid On Time
32700692-6387-4652-89e0-e1f1bd678e7e,60,Male,88627,714,Home & Furniture,Sezzle,147,Mobile,4G/5G,91,Chrome,Paid On Time
4b7b62ea-7172-469d-a89b-73481d1a212d,53,Male,52827,500,Travel,Affirm,2101,Mobile,4G/5G,12,Edge,Paid On Time
e1057ab3-43ba-4005-bd60-fee93728f6fa,30,Female,39235,819,Travel,Klarna,1366,Mobile,WiFi,25,Edge,Paid On Time
41aa3e0f-b072-4dd9-8fb6-d7c832701370,49,Female,24419,567,Groceries,Sezzle,30,Mobile,VPN,86,Edge,Late Payment
37f51c03-b6b4-4a81-9a19-e16ab633b29e,34,Female,46529,331,Fashion,Klarna,24,Desktop,WiFi,142,Edge,Paid On Time
b063ef87-05a9-497f-ae7e-8f68b6c573a9,58,Male,95470,781,Beauty,Affirm,170,Desktop,4G/5G,149,Safari,Defaulted
f4be6671-7376-499a-9868-d4d64e11b4ca,53,Male,114350,709,Groceries,Klarna,170,Mobile,4G/5G,65,Edge,Paid On Time
7844ad2d-c323-4bb7-8dbe-d8b1270f85fa,63,Male,45535,695,Travel,Klarna,2514,Mobile,WiFi,176,Safari,Paid On Time
ec15495b-0451-4c52-9bf8-a73dd66970cc,36,Female,105456,396,Groceries,Affirm,251,Mobile,4G/5G,21,Chrome,Paid On Time
93549987-bcf8-4d19-9215-0200f61b8fb2,52,Male,103241,692,Home & Furniture,Affirm,238,Mobile,WiFi,14,Safari,Paid On Time
a2b11554-a7f7-4630-bab9-07056cb80983,63,Male,55741,549,Home & Furniture,Afterpay,58,Mobile,4G/5G,69,Edge,Paid On Time
b662cd00-6c48-4882-9787-ef2be41263aa,57,Male,31276,428,Electronics,Afterpay,1427,Mobile,WiFi,165,Firefox,Paid On Time
4ae6e52b-f52c-417f-b13f-e7676f6f0fb9,45,Female,94309,442,Beauty,Afterpay,214,Desktop,WiFi,71,Edge,Paid On Time
a31e1ec0-113a-4a42-81b7-e18c5cc96ed2,18,Male,53566,781,Home & Furniture,Sezzle,92,Mobile,WiFi,24,Edge,Paid On Time
b0a20270-6461-42fc-b89d-d1cae0b1a05d,59,Male,40371,390,Groceries,Sezzle,36,Mobile,VPN,171,Chrome,Late Payment
c0fdaee8-145f-4225-a316-11a439cb37a7,35,Female,64431,307,Home & Furniture,Afterpay,34,Desktop,4G/5G,153,Firefox,Paid On Time
e39ef55c-2e0b-4f55-8f8e-bbc7c5a9329d,57,Non-Binary,76595,817,Groceries,Affirm,220,Mobile,WiFi,166,Edge,Paid On Time
9dca3acb-6b5a-4a5c-9dea-457b5429faa0,50,Female,58721,705,Home & Furniture,Klarna,227,Desktop,WiFi,56,Chrome,Paid On Time
c161f7a7-bb52-49a7-87bd-23713c758c6b,29,Male,99650,723,Travel,Klarna,2763,Mobile,4G/5G,100,Chrome,Paid On Time
35b7d77c-209d-4e7f-be54-3b62d096fd3d,25,Female,37597,376,Electronics,Klarna,1583,Desktop,4G/5G,27,Chrome,Paid On Time
6c9461de-f841-4d8c-8230-1c80624c063d,41,Non-Binary,102386,543,Home & Furniture,Klarna,89,Mobile,WiFi,68,Firefox,Paid On Time
3a7be3be-782f-407c-bcee-fe23a2be9ff0,33,Female,78620,498,Groceries,Klarna,74,Mobile,WiFi,21,Edge,Paid On Time
3c8dcb8c-1215-4246-9fbd-7986e67b3a23,21,Male,43718,682,Beauty,Afterpay,27,Mobile,WiFi,37,Chrome,Paid On Time
1a07b168-7c1e-41b1-9192-3420cfe2e470,55,Male,65666,623,Fashion,Klarna,174,Mobile,WiFi,49,Safari,Paid On Time
77482a08-3f1b-4c98-8118-e8a1e95b33d4,61,Non-Binary,67860,655,Groceries,Afterpay,248,Tablet,4G/5G,164,Edge,Paid On Time
ee96f2dd-0e44-4ffc-89a0-044222d47fbe,44,Female,101667,498,Fashion,Affirm,250,Mobile,VPN,135,Firefox,Defaulted
84b65ec1-7e99-46ef-a38f-d5666dd49193,26,Female,77120,652,Beauty,Afterpay,66,Tablet,WiFi,28,Edge,Paid On Time
ed6d20a5-40d0-4396-aca0-e48a86e2f1f7,64,Male,54501,647,Fashion,Sezzle,162,Mobile,4G/5G,90,Edge,Late Payment
075ea0a1-8061-4219-a1ca-d131152e5d7c,33,Female,84372,735,Beauty,Klarna,176,Mobile,WiFi,151,Firefox,Paid On Time
4952fff7-fc71-4831-9f81-15519987e04b,29,Male,91670,645,Beauty,Afterpay,85,Desktop,4G/5G,33,Firefox,Paid On Time
ebbe7275-d915-4c45-a8bc-4c780b3e8c3b,48,Male,114583,577,Home & Furniture,Klarna,215,Mobile,WiFi,25,Safari,Late Payment
285fe86f-9024-432d-b6b2-20eac0931c12,41,Female,112063,510,Fashion,Affirm,109,Mobile,WiFi,71,Safari,Paid On Time
a4535d3f-5266-4b61-aa04-8a1881c77331,31,Male,40162,502,Travel,Sezzle,827,Tablet,WiFi,34,Chrome,Defaulted
0a3166e2-c4ec-469e-9210-49b9a3e5826a,62,Male,30291,363,Electronics,Sezzle,1737,Mobile,WiFi,36,Safari,Paid On Time
e74ad4ff-b459-4ef5-9846-b7335dc20198,42,Female,84276,300,Travel,Sezzle,2183,Mobile,4G/5G,128,Safari,Paid On Time
25b6da52-948f-425c-919a-6256797a30f8,51,Male,80263,526,Home & Furniture,Afterpay,47,Mobile,4G/5G,15,Edge,Paid On Time
47a6a00b-8eb9-43c3-b6c9-d2f717441395,20,Female,78137,408,Fashion,Sezzle,267,Tablet,WiFi,100,Chrome,Paid On Time
a6a03fe4-bfd9-40cb-b0c3-f1c56660c383,41,Female,25678,416,Beauty,Affirm,122,Mobile,WiFi,10,Edge,Late Payment
d8d52a47-539c-4562-8a5f-1b344aea4f90,59,Female,103334,680,Travel,Afterpay,1705,Desktop,4G/5G,123,Edge,Paid On Time
bbb3b6b8-86ca-4c73-9757-d7fbf28aef28,26,Female,102847,479,Travel,Affirm,707,Mobile,WiFi,34,Chrome,Defaulted
84b32a28-ac57-4b46-9707-24a4dd2c7524,43,Female,82564,686,Electronics,Sezzle,313,Tablet,WiFi,27,Safari,Paid On Time
7202c27e-eaa4-4308-b377-c7460bf88d93,37,Male,63898,469,Fashion,Afterpay,292,Desktop,WiFi,93,Firefox,Paid On Time
ebc30a6b-47d2-45ec-bcf1-438dea86d457,57,Female,83310,577,Home & Furniture,Sezzle,46,Mobile,4G/5G,35,Chrome,Paid On Time
98a97b4d-45ea-4ee6-9741-aacb5d0f47ae,27,Female,105251,330,Fashion,Affirm,63,Mobile,4G/5G,168,Firefox,Paid On Time
d52d21c1-000e-429f-b774-f77e1da002be,36,Male,29936,463,Groceries,Sezzle,267,Mobile,WiFi,155,Edge,Paid On Time
f05577a3-a93d-4ac7-b66a-0062e438c686,20,Female,46360,498,Fashion,Klarna,239,Mobile,WiFi,72,Firefox,Paid On Time
ff32c829-19fc-408e-8612-79cca9e85ae9,41,Male,80396,371,Travel,Klarna,880,Mobile,WiFi,176,Firefox,Paid On Time
693cc237-6367-4fa6-9d2b-2a04f02d2401,22,Male,38769,794,Beauty,Klarna,295,Desktop,WiFi,150,Firefox,Paid On Time
142758ce-5049-46d2-9bb6-76b64cf91f26,20,Male,48009,745,Fashion,Sezzle,204,Desktop,4G/5G,113,Edge,Late Payment
9dcdfb68-1e6c-4500-8f53-cfd8feb82059,44,Male,62868,418,Home & Furniture,Sezzle,156,Desktop,4G/5G,47,Edge,Paid On Time
28aff0a6-1b4a-4ee0-b467-cdb7c81513d0,33,Non-Binary,60819,388,Groceries,Sezzle,174,Mobile,WiFi,77,Edge,Paid On Time
6c9c3964-cc6b-4c9e-bcbc-cf6ee79dee58,32,Female,116000,336,Travel,Afterpay,1887,Desktop,WiFi,13,Chrome,Paid On Time
704349e6-45e4-4fa0-9f62-a2df609612d6,52,Female,46256,647,Electronics,Sezzle,1855,Mobile,4G/5G,113,Edge,Late Payment
24974257-e149-4846-8b78-d37feae3f5a2,29,Female,53439,459,Home & Furniture,Sezzle,218,Mobile,4G/5G,174,Firefox,Late Payment
8d9d8a10-e3a8-4661-a979-319361413dea,58,Female,107335,462,Home & Furniture,Sezzle,171,Mobile,WiFi,45,Edge,Paid On Time
5f1ae3ca-f5d1-4a37-bf79-6f745b4304a0,61,Female,109456,760,Fashion,Afterpay,237,Tablet,4G/5G,123,Edge,Paid On Time
a99dc42b-8578-4da5-8683-4fc48d466c98,43,Female,77332,411,Electronics,Sezzle,401,Desktop,WiFi,143,Firefox,Paid On Time
a3bc3293-eb15-4c3a-af83-fc4c06e85db4,64,Male,33993,674,Electronics,Affirm,676,Mobile,WiFi,107,Edge,Late Payment
d0160188-d05a-4a49-bb80-7323789f45ef,51,Male,93886,551,Electronics,Afterpay,854,Mobile,4G/5G,69,Edge,Paid On Time
b89fadd9-a71a-46cb-865d-7decc757db91,40,Female,20410,693,Beauty,Klarna,57,Tablet,WiFi,173,Edge,Paid On Time
d7fab4a2-4e79-45f8-8749-bb2f9cc2fd5e,48,Non-Binary,80596,369,Beauty,Affirm,122,Desktop,WiFi,106,Edge,Paid On Time
ba596063-4a8c-479f-8899-a79ce5bdcc8c,37,Female,43416,599,Beauty,Afterpay,83,Desktop,WiFi,167,Edge,Paid On Time
6848e053-75df-4039-a9b2-017a111f1e9c,29,Female,45936,699,Travel,Sezzle,1953,Mobile,4G/5G,143,Safari,Paid On Time
889c8cdd-f618-468c-87be-b6811f718e2b,40,Female,57341,829,Home & Furniture,Sezzle,164,Mobile,VPN,154,Edge,Paid On Time
07d56b4e-4895-4f9e-a599-b9344826c9e9,21,Female,23814,489,Travel,Affirm,2200,Mobile,WiFi,90,Chrome,Paid On Time
ead91445-97c5-4fe0-a7f4-e89818cb17f7,40,Female,65701,407,Groceries,Affirm,103,Mobile,WiFi,10,Safari,Late Payment
572a2f69-af47-4ced-b961-e914291f8e7e,18,Male,97240,393,Electronics,Sezzle,544,Tablet,4G/5G,78,Firefox,Late Payment
a4f7bb40-d9ef-4956-ad27-29de65564347,42,Male,119018,824,Groceries,Affirm,215,Mobile,VPN,90,Safari,Paid On Time
099f4019-91c7-43c1-b28d-ee6e1444fcef,19,Female,55717,849,Home & Furniture,Sezzle,177,Mobile,WiFi,27,Chrome,Paid On Time
10f3a9d9-c25c-4099-b7ee-6625a810f61e,47,Male,55037,450,Home & Furniture,Sezzle,191,Desktop,WiFi,164,Chrome,Paid On Time
843269ee-032a-4e8f-93ad-49ae5e7558d1,20,Male,20081,574,Home & Furniture,Affirm,63,Mobile,4G/5G,128,Edge,Paid On Time
78ff660f-2f46-4e02-af5a-d88fd3e843ba,38,Female,53576,371,Beauty,Sezzle,35,Tablet,4G/5G,145,Edge,Paid On Time
7d49f588-0b9c-4e47-8070-25c259321652,42,Male,24483,764,Beauty,Sezzle,265,Mobile,4G/5G,100,Edge,Paid On Time
ed313b40-e0d5-46e0-a1ab-ce9034d39fc9,37,Female,70655,691,Groceries,Affirm,287,Tablet,WiFi,138,Edge,Paid On Time
f23736db-89f1-440e-b7ab-8b1cd91f0e2c,39,Female,98344,457,Beauty,Sezzle,292,Desktop,WiFi,75,Chrome,Paid On Time
c6b6a777-5193-4453-8103-ea0fb3ac0f7f,38,Female,28237,305,Home & Furniture,Sezzle,108,Desktop,4G/5G,82,Safari,Paid On Time
a07ee945-7536-4ae2-89e3-2bf6b4d7ad52,50,Female,57338,681,Beauty,Affirm,292,Mobile,WiFi,89,Safari,Late Payment
ce2b8921-4e66-4bc2-8bac-8ea7cd6586e6,55,Female,89300,534,Groceries,Sezzle,126,Mobile,WiFi,36,Chrome,Paid On Time
d6ffbac6-6ed5-4c59-a439-acfba29d9ba0,32,Male,29400,302,Home & Furniture,Sezzle,22,Mobile,WiFi,35,Firefox,Paid On Time
360322ab-32df-4f8a-b67a-33f1fa2ee44d,63,Male,112131,451,Fashion,Sezzle,202,Mobile,WiFi,154,Edge,Paid On Time
b962d126-9cd8-45a7-9ef6-736a35978187,32,Female,73117,391,Groceries,Klarna,278,Desktop,4G/5G,30,Edge,Late Payment
2db19da9-e96b-4d94-9d65-4ab044a007c0,63,Female,77967,823,Electronics,Affirm,740,Mobile,4G/5G,33,Firefox,Paid On Time
f4f31a3e-243e-4f9f-9cce-faeb6e5c69ab,42,Male,117927,847,Groceries,Klarna,161,Tablet,WiFi,26,Edge,Paid On Time
24232f87-9ad1-418e-af34-89a03f876e23,38,Female,112173,766,Travel,Affirm,2306,Desktop,WiFi,105,Chrome,Paid On Time
b970684d-7873-4649-81ea-1fc0dd726ecd,41,Female,93689,347,Fashion,Sezzle,69,Mobile,4G/5G,96,Firefox,Paid On Time
a516c9cf-0a27-4acc-a455-09019706be28,22,Male,20356,798,Travel,Afterpay,527,Mobile,WiFi,67,Edge,Paid On Time
743f9966-e15d-42ad-a065-9e329f29e938,23,Female,102232,811,Electronics,Afterpay,611,Desktop,VPN,16,Firefox,Paid On Time
9bc00bf8-d315-4762-a406-c1a91598515f,60,Male,90172,466,Electronics,Afterpay,1723,Mobile,WiFi,170,Safari,Paid On Time
4ff604e9-c66a-4ea2-bb76-9195f9ac7fb0,61,Male,63479,637,Travel,Afterpay,459,Mobile,WiFi,26,Edge,Paid On Time
e5b15b77-7fad-4cd5-96ac-5c3be294ebfb,64,Female,76206,686,Beauty,Sezzle,264,Tablet,WiFi,174,Safari,Paid On Time
7cf0293a-faac-4a0d-84e8-c97b82a7841b,40,Female,64388,628,Fashion,Afterpay,97,Tablet,4G/5G,126,Safari,Paid On Time
a9c7c4dc-3ff9-47a1-826c-0bc210235ebc,21,Male,27015,537,Groceries,Klarna,150,Mobile,4G/5G,149,Chrome,Paid On Time
6e9d3bf4-8275-4b1b-a577-e451c12fb962,44,Female,36862,721,Electronics,Klarna,1239,Mobile,WiFi,160,Chrome,Paid On Time
afba0208-7433-4afa-8f0c-3e44d611a5c0,35,Male,44330,411,Fashion,Klarna,87,Mobile,WiFi,104,Firefox,Paid On Time
934c504f-fe92-47e5-9a5b-3f4c27e06ca7,38,Male,58268,374,Fashion,Affirm,222,Mobile,4G/5G,83,Chrome,Paid On Time
040320ca-4ce7-4e85-a5b2-a8e9aad23bcb,45,Male,108345,390,Travel,Affirm,2950,Mobile,4G/5G,138,Chrome,Paid On Time
db1c3819-e74e-4e1f-9c3b-c98a3d1cf4be,52,Male,111328,424,Groceries,Klarna,151,Mobile,4G/5G,46,Edge,Paid On Time
d950ac61-52fc-44c7-951c-bcbd0dfa11e2,39,Male,26205,589,Fashion,Klarna,263,Desktop,4G/5G,120,Chrome,Paid On Time
f8fbf15a-6f7f-4950-9ee4-63bda9de727d,57,Female,28852,335,Home & Furniture,Afterpay,231,Tablet,4G/5G,42,Safari,Paid On Time
55d676a1-9f48-4ed1-b9df-08dd7ddb8f4f,40,Male,79489,823,Home & Furniture,Afterpay,37,Mobile,4G/5G,179,Chrome,Paid On Time
8e21b15b-4403-4071-a38c-b106f3987a76,20,Male,90000,569,Electronics,Afterpay,1913,Tablet,4G/5G,41,Edge,Paid On Time
d996bd39-7ff5-4d30-84df-5dd53ecadd19,57,Female,109525,634,Beauty,Sezzle,253,Desktop,WiFi,152,Chrome,Paid On Time
9c95a03a-85a5-46ca-a934-dd6ebc2f8ffa,27,Male,32550,746,Travel,Affirm,2243,Mobile,4G/5G,41,Edge,Paid On Time
42667851-5cf5-4811-a6d6-5a2f3b85d8e1,42,Female,100394,726,Groceries,Affirm,297,Mobile,4G/5G,49,Firefox,Paid On Time
210c3ea4-6dcc-476a-ab00-11be2bd9c7cf,25,Male,80894,649,Groceries,Klarna,31,Mobile,WiFi,9,Edge,Paid On Time
f7059931-65ac-4993-ab44-bd21e176ad6d,28,Male,118137,543,Electronics,Afterpay,1627,Mobile,WiFi,134,Edge,Late Payment
2b57c42c-e3a6-4c8d-abc1-76d8d7040b45,22,Female,66870,827,Groceries,Klarna,176,Desktop,4G/5G,131,Edge,Paid On Time
7cca2aa2-8382-4b41-aaaf-d3e18b8893ed,62,Male,96751,594,Fashion,Sezzle,106,Mobile,VPN,149,Safari,Paid On Time
6856fcbf-27ad-4afd-a1ee-bfed24bcc0ec,54,Male,92633,567,Groceries,Affirm,238,Mobile,VPN,56,Firefox,Defaulted
856d51a8-2e06-404c-8d32-47b9449916c6,62,Male,104087,409,Home & Furniture,Klarna,122,Mobile,WiFi,36,Firefox,Paid On Time
414573f4-ed68-4e7d-8457-b619238d80d5,55,Male,77965,780,Electronics,Klarna,1609,Mobile,VPN,11,Edge,Paid On Time
1c287389-6eb4-43d5-98a3-20cfafad0150,46,Female,22581,441,Fashion,Sezzle,147,Mobile,4G/5G,23,Safari,Paid On Time
7a00fc39-dfaa-4584-b080-8758c62bc74c,22,Male,85494,522,Travel,Afterpay,1931,Tablet,VPN,22,Firefox,Paid On Time
2017e070-8d46-4e40-aba7-d8d9b3bd72eb,26,Female,30342,720,Travel,Affirm,2795,Mobile,WiFi,175,Safari,Paid On Time
2ac40f16-f25a-498f-9cae-1dcf332c7ee2,19,Female,81452,477,Electronics,Sezzle,992,Mobile,WiFi,156,Edge,Paid On Time
082f1e80-f921-4f29-acc8-f217413363ac,18,Male,73580,649,Electronics,Klarna,1483,Tablet,4G/5G,53,Edge,Paid On Time
0567f737-fbe5-4eb2-915a-59b34cf9cd2e,57,Female,64316,325,Travel,Sezzle,2181,Desktop,WiFi,24,Firefox,Defaulted
d199ecb2-a048-4fe0-a87a-a2753c3079b1,47,Female,86476,701,Home & Furniture,Klarna,68,Mobile,4G/5G,118,Chrome,Paid On Time
0b04e220-6f59-4da8-b661-6a8aea3c7a32,28,Female,66075,539,Groceries,Klarna,243,Desktop,WiFi,133,Firefox,Paid On Time
93ccd712-a2ba-4b50-b56f-ade4062dd00a,45,Male,84645,413,Home & Furniture,Klarna,25,Desktop,4G/5G,47,Safari,Paid On Time
938d68bd-7105-40ed-855f-40fe421d8696,61,Female,32832,728,Groceries,Sezzle,105,Mobile,WiFi,11,Chrome,Paid On Time
b7ee0fef-f427-447d-be9a-c95e5e632401,29,Male,53052,845,Electronics,Sezzle,467,Mobile,4G/5G,136,Chrome,Paid On Time
9ac77f43-69a7-48ae-ad1a-3b25aba1b920,56,Female,75122,773,Fashion,Affirm,92,Mobile,WiFi,94,Safari,Paid On Time
43f0a760-8a11-4028-ae62-fce6d582fbd4,43,Male,79284,767,Beauty,Affirm,177,Mobile,WiFi,147,Safari,Paid On Time
49ab5155-b2b7-4d83-b10b-d7337c5a1345,30,Female,89304,646,Travel,Sezzle,1158,Mobile,4G/5G,177,Edge,Paid On Time
feec4036-10c4-4504-8d93-089413ee8779,25,Male,61232,336,Home & Furniture,Afterpay,212,Mobile,4G/5G,18,Safari,Paid On Time
4e405f6a-e067-4028-a15e-72df77769874,45,Female,72833,800,Beauty,Affirm,132,Mobile,4G/5G,111,Edge,Paid On Time
1a263131-98bd-482f-a78b-a42d3f8394fa,47,Male,60402,702,Fashion,Klarna,130,Mobile,4G/5G,177,Chrome,Late Payment
